pair_sml,state,pair
CN1C=C[N+](CCCCC)=C1.N#C[N-]C#N,-0.0,1-methyl-3-pentylimidazolium dicyanamide
CN1C=C[N+](CCCCC)=C1.[O-][N+]([O-])=O,0.0,1-methyl-3-pentylimidazolium nitrate
CN1C=C[N+](CCCCC)=C1.N#C[C-](C#N)C#N,-0.0,1-methyl-3-pentylimidazolium tricyanomethanide
CN1C=C[N+](CCCCC)=C1.O=C(CCCCCCCCC)[O-],0.0,1-methyl-3-pentylimidazolium decanoate
CN1C=C[N+](CCCCC)=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,1-methyl-3-pentylimidazolium bis(fluorosulfonyl)imide
CC[N+]1=CNC=C1.[S-]C#N,0.0,1-ethylimidazolium thiocyanate
CC[N+]1=CNC=C1.O=C(C)[O-],0.0,1-ethylimidazolium acetate
CC[N+]1=CNC=C1.[O-]S(=O)(OCC)=O,0.0,1-ethylimidazolium ethyl sulfate
CC[N+]1=CNC=C1.[O-]S(=O)(O)=O,0.0,1-ethylimidazolium hydrogensulfate
CC[N+]1=CNC=C1.[O-]S(=O)(C)=O,0.0,1-ethylimidazolium methanesulfonate
CC[N+]1=CNC=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-ethylimidazolium tosylate
CC[N+]1=CNC=C1.O=C([H])[O-],0.0,1-ethylimidazolium formate
CC[N+]1=CNC=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-ethylimidazolium bis(2-ethylhexyl)phosphate
CC[N+]1=CNC=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-ethylimidazolium dibutylphosphate
CC[N+]1=CNC=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-ethylimidazolium bis(pentafluoroethylsulfonyl)imide
CC[N+]1=CNC=C1.O=C(C(F)(F)F)[O-],0.0,1-ethylimidazolium trifluoroacetate
CC[N+]1=CNC=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-ethylimidazolium dodecylbenzenesulfonate
CC[N+]1=CNC=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-ethylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
CC[N+]1=CNC=C1.[O-]P(OCC)(OCC)=O,0.0,1-ethylimidazolium diethyl phosphate
CC[N+]1=CNC=C1.[O-]P(OC)(OC)=O,0.0,1-ethylimidazolium dimethyl phosphate
CC[N+]1=CNC=C1.[O-]S(=O)(OC)=O,0.0,1-ethylimidazolium methyl sulfate
CC[N+]1=CNC=C1.N#C[N-]C#N,-0.0,1-ethylimidazolium dicyanamide
CC[N+]1=CNC=C1.N#C[C-](C#N)C#N,-0.0,1-ethylimidazolium tricyanomethanide
CC[N+]1=CNC=C1.O=C(CCCCCCCCC)[O-],0.0,1-ethylimidazolium decanoate
CC[N+]1=CNC=C1.F[B-](F)(F)F,0.0,1-ethylimidazolium tetrafluoroborate
CC[N+]1=CNC=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,1-ethylimidazolium bis(fluorosulfonyl)imide
CN1C=C[N+](CCCCCCC)=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,1-heptyl-3-methylimidazolium triflate
CN1C=C[N+](CCCCCCC)=C1.[S-]C#N,0.0,1-heptyl-3-methylimidazolium thiocyanate
CN1C=C[N+](CCCCCCC)=C1.O=C(C)[O-],0.0,1-heptyl-3-methylimidazolium acetate
CN1C=C[N+](CCCCCCC)=C1.[O-]S(=O)(OCC)=O,0.0,1-heptyl-3-methylimidazolium ethyl sulfate
CN1C=C[N+](CCCCCCC)=C1.[O-]S(=O)(O)=O,0.0,1-heptyl-3-methylimidazolium hydrogensulfate
CN1C=C[N+](CCCCCCC)=C1.[O-]S(=O)(C)=O,0.0,1-heptyl-3-methylimidazolium methanesulfonate
CN1C=C[N+](CCCCCCC)=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-heptyl-3-methylimidazolium tosylate
CN1C=C[N+](CCCCCCC)=C1.C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.0,1-heptyl-3-methylimidazolium perfluorobutanesulfonate
CN1C=C[N+](CCCCCCC)=C1.O=C([H])[O-],0.0,1-heptyl-3-methylimidazolium formate
CN1C=C[N+](CCCCCCC)=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-heptyl-3-methylimidazolium bis(2-ethylhexyl)phosphate
CN1C=C[N+](CCCCCCC)=C1.[O-]S(=O)(C(F)(F)C(F)F)=O,0.0,"1-heptyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate"
CN1C=C[N+](CCCCCCC)=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-heptyl-3-methylimidazolium dibutylphosphate
CN1C=C[N+](CCCCCCC)=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-heptyl-3-methylimidazolium bis(pentafluoroethylsulfonyl)imide
CN1C=C[N+](CCCCCCC)=C1.[O-]P(O)(O)=O,0.0,1-heptyl-3-methylimidazolium dihydrogen phosphate
CN1C=C[N+](CCCCCCC)=C1.O=C(C(F)(F)F)[O-],0.0,1-heptyl-3-methylimidazolium trifluoroacetate
CN1C=C[N+](CCCCCCC)=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-heptyl-3-methylimidazolium dodecylbenzenesulfonate
CN1C=C[N+](CCCCCCC)=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-heptyl-3-methylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
CN1C=C[N+](CCCCCCC)=C1.[O-]P(OCC)(OCC)=O,0.0,1-heptyl-3-methylimidazolium diethyl phosphate
CN1C=C[N+](CCCCCCC)=C1.[O-]P(OC)(OC)=O,0.0,1-heptyl-3-methylimidazolium dimethyl phosphate
CN1C=C[N+](CCCCCCC)=C1.[O-]S(=O)(OC)=O,0.0,1-heptyl-3-methylimidazolium methyl sulfate
CN1C=C[N+](CCCCCCC)=C1.N#C[N-]C#N,-0.0,1-heptyl-3-methylimidazolium dicyanamide
CN1C=C[N+](CCCCCCC)=C1.[O-][N+]([O-])=O,0.0,1-heptyl-3-methylimidazolium nitrate
CN1C=C[N+](CCCCCCC)=C1.N#C[C-](C#N)C#N,-0.0,1-heptyl-3-methylimidazolium tricyanomethanide
CN1C=C[N+](CCCCCCC)=C1.O=C(CCCCCCCCC)[O-],0.0,1-heptyl-3-methylimidazolium decanoate
CN1C=C[N+](CCCCCCC)=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,1-heptyl-3-methylimidazolium bis(fluorosulfonyl)imide
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,1-hexadecyl-3-methylimidazolium triflate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.[S-]C#N,0.0,1-hexadecyl-3-methylimidazolium thiocyanate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.O=C(C)[O-],0.0,1-hexadecyl-3-methylimidazolium acetate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.[O-]S(=O)(OCC)=O,0.0,1-hexadecyl-3-methylimidazolium ethyl sulfate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.[O-]S(=O)(O)=O,0.0,1-hexadecyl-3-methylimidazolium hydrogensulfate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.[O-]S(=O)(C)=O,0.0,1-hexadecyl-3-methylimidazolium methanesulfonate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-hexadecyl-3-methylimidazolium tosylate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.O=C([H])[O-],0.0,1-hexadecyl-3-methylimidazolium formate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-hexadecyl-3-methylimidazolium bis(2-ethylhexyl)phosphate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-hexadecyl-3-methylimidazolium dibutylphosphate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-hexadecyl-3-methylimidazolium bis(pentafluoroethylsulfonyl)imide
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.O=C(C(F)(F)F)[O-],0.0,1-hexadecyl-3-methylimidazolium trifluoroacetate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-hexadecyl-3-methylimidazolium dodecylbenzenesulfonate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-hexadecyl-3-methylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.[O-]P(OCC)(OCC)=O,0.0,1-hexadecyl-3-methylimidazolium diethyl phosphate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.[O-]P(OC)(OC)=O,0.0,1-hexadecyl-3-methylimidazolium dimethyl phosphate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.[O-]S(=O)(OC)=O,0.0,1-hexadecyl-3-methylimidazolium methyl sulfate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.O=C(CCCCCCCCC)[O-],0.0,1-hexadecyl-3-methylimidazolium decanoate
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-hexadecyl-3-methylimidazolium bis(fluorosulfonyl)imide
C[N+]1=CN(CCCCCCCCC)C=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,1-methyl-3-nonylimidazolium triflate
C[N+]1=CN(CCCCCCCCC)C=C1.[S-]C#N,0.0,1-methyl-3-nonylimidazolium thiocyanate
C[N+]1=CN(CCCCCCCCC)C=C1.O=C(C)[O-],0.0,1-methyl-3-nonylimidazolium acetate
C[N+]1=CN(CCCCCCCCC)C=C1.[O-]S(=O)(OCC)=O,0.0,1-methyl-3-nonylimidazolium ethyl sulfate
C[N+]1=CN(CCCCCCCCC)C=C1.[O-]S(=O)(O)=O,0.0,1-methyl-3-nonylimidazolium hydrogensulfate
C[N+]1=CN(CCCCCCCCC)C=C1.[O-]S(=O)(C)=O,0.0,1-methyl-3-nonylimidazolium methanesulfonate
C[N+]1=CN(CCCCCCCCC)C=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-methyl-3-nonylimidazolium tosylate
C[N+]1=CN(CCCCCCCCC)C=C1.O=C([H])[O-],0.0,1-methyl-3-nonylimidazolium formate
C[N+]1=CN(CCCCCCCCC)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-methyl-3-nonylimidazolium bis(2-ethylhexyl)phosphate
C[N+]1=CN(CCCCCCCCC)C=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-methyl-3-nonylimidazolium dibutylphosphate
C[N+]1=CN(CCCCCCCCC)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-methyl-3-nonylimidazolium bis(pentafluoroethylsulfonyl)imide
C[N+]1=CN(CCCCCCCCC)C=C1.O=C(C(F)(F)F)[O-],0.0,1-methyl-3-nonylimidazolium trifluoroacetate
C[N+]1=CN(CCCCCCCCC)C=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-methyl-3-nonylimidazolium dodecylbenzenesulfonate
C[N+]1=CN(CCCCCCCCC)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-methyl-3-nonylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
C[N+]1=CN(CCCCCCCCC)C=C1.[O-]P(OCC)(OCC)=O,0.0,1-methyl-3-nonylimidazolium diethyl phosphate
C[N+]1=CN(CCCCCCCCC)C=C1.[O-]P(OC)(OC)=O,0.0,1-methyl-3-nonylimidazolium dimethyl phosphate
C[N+]1=CN(CCCCCCCCC)C=C1.[O-]S(=O)(OC)=O,0.0,1-methyl-3-nonylimidazolium methyl sulfate
C[N+]1=CN(CCCCCCCCC)C=C1.N#C[N-]C#N,0.0,1-methyl-3-nonylimidazolium dicyanamide
C[N+]1=CN(CCCCCCCCC)C=C1.N#C[C-](C#N)C#N,0.0,1-methyl-3-nonylimidazolium tricyanomethanide
C[N+]1=CN(CCCCCCCCC)C=C1.O=C(CCCCCCCCC)[O-],0.0,1-methyl-3-nonylimidazolium decanoate
C[N+]1=CN(CCCCCCCCC)C=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-methyl-3-nonylimidazolium bis(fluorosulfonyl)imide
C[N+]1=CN(CCCCCCCCCCCCCCCCCC)C=C1.[O-]S(=O)(OCC)=O,0.0,1-methyl-3-octadecylimidazolium ethyl sulfate
C[N+]1=CN(CCCCCCCCCCCCCCCCCC)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-methyl-3-octadecylimidazolium bis(2-ethylhexyl)phosphate
C[N+]1=CN(CCCCCCCCCCCCCCCCCC)C=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-methyl-3-octadecylimidazolium dibutylphosphate
C[N+]1=CN(CCCCCCCCCCCCCCCCCC)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-methyl-3-octadecylimidazolium bis(pentafluoroethylsulfonyl)imide
C[N+]1=CN(CCCCCCCCCCCCCCCCCC)C=C1.[O-]P(OCC)(OCC)=O,0.0,1-methyl-3-octadecylimidazolium diethyl phosphate
C[N+]1=CN(CCCCCCCCCCCCCCCCCC)C=C1.[O-]P(OC)(OC)=O,0.0,1-methyl-3-octadecylimidazolium dimethyl phosphate
C[N+]1=CN(CCCCCCCCCCCCCCCCCC)C=C1.[O-]S(=O)(OC)=O,0.0,1-methyl-3-octadecylimidazolium methyl sulfate
C[N+]1=CN(CCCCCCCCCCCCCCCCCC)C=C1.N#C[N-]C#N,0.0,1-methyl-3-octadecylimidazolium dicyanamide
C[N+]1=CN(CCCCCCCCCCCCCCCCCC)C=C1.N#C[C-](C#N)C#N,0.0,1-methyl-3-octadecylimidazolium tricyanomethanide
C[N+]1=CN(CCCCCCCCCCCCCCCCCC)C=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-methyl-3-octadecylimidazolium bis(fluorosulfonyl)imide
C[N+]1=CN([H])C=C1.[S-]C#N,0.0,1-methylimidazolium thiocyanate
C[N+]1=CN([H])C=C1.O=C(C)[O-],0.0,1-methylimidazolium acetate
C[N+]1=CN([H])C=C1.[O-]S(=O)(OCC)=O,0.0,1-methylimidazolium ethyl sulfate
C[N+]1=CN([H])C=C1.[O-]S(=O)(O)=O,0.0,1-methylimidazolium hydrogensulfate
C[N+]1=CN([H])C=C1.[O-]S(=O)(C)=O,0.0,1-methylimidazolium methanesulfonate
C[N+]1=CN([H])C=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-methylimidazolium tosylate
C[N+]1=CN([H])C=C1.O=C([H])[O-],0.0,1-methylimidazolium formate
C[N+]1=CN([H])C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-methylimidazolium bis(2-ethylhexyl)phosphate
C[N+]1=CN([H])C=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-methylimidazolium dibutylphosphate
C[N+]1=CN([H])C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-methylimidazolium bis(pentafluoroethylsulfonyl)imide
C[N+]1=CN([H])C=C1.O=C(C(F)(F)F)[O-],0.0,1-methylimidazolium trifluoroacetate
C[N+]1=CN([H])C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-methylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
C[N+]1=CN([H])C=C1.[O-]P(OCC)(OCC)=O,0.0,1-methylimidazolium diethyl phosphate
C[N+]1=CN([H])C=C1.[O-]P(OC)(OC)=O,0.0,1-methylimidazolium dimethyl phosphate
C[N+]1=CN([H])C=C1.[O-]S(=O)(OC)=O,0.0,1-methylimidazolium methyl sulfate
C[N+]1=CN([H])C=C1.N#C[N-]C#N,-0.0,1-methylimidazolium dicyanamide
C[N+]1=CN([H])C=C1.N#C[C-](C#N)C#N,-0.0,1-methylimidazolium tricyanomethanide
C[N+]1=CN([H])C=C1.O=C(CCCCCCCCC)[O-],0.0,1-methylimidazolium decanoate
C[N+]1=CN([H])C=C1.F[B-](F)(F)F,0.0,1-methylimidazolium tetrafluoroborate
C[N+]1=CN([H])C=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,1-methylimidazolium bis(fluorosulfonyl)imide
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.[S-]C#N,0.0,1-methyl-3-tetradecylimidazolium thiocyanate
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.O=C(C)[O-],0.0,1-methyl-3-tetradecylimidazolium acetate
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.[O-]S(=O)(OCC)=O,0.0,1-methyl-3-tetradecylimidazolium ethyl sulfate
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-methyl-3-tetradecylimidazolium tosylate
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.O=C([H])[O-],0.0,1-methyl-3-tetradecylimidazolium formate
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-methyl-3-tetradecylimidazolium bis(2-ethylhexyl)phosphate
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-methyl-3-tetradecylimidazolium dibutylphosphate
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-methyl-3-tetradecylimidazolium bis(pentafluoroethylsulfonyl)imide
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.[O-]P(OCC)(OCC)=O,0.0,1-methyl-3-tetradecylimidazolium diethyl phosphate
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.[O-]P(OC)(OC)=O,0.0,1-methyl-3-tetradecylimidazolium dimethyl phosphate
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.[O-]S(=O)(OC)=O,0.0,1-methyl-3-tetradecylimidazolium methyl sulfate
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.N#C[N-]C#N,0.0,1-methyl-3-tetradecylimidazolium dicyanamide
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.N#C[C-](C#N)C#N,0.0,1-methyl-3-tetradecylimidazolium tricyanomethanide
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.O=C(CCCCCCCCC)[O-],0.0,1-methyl-3-tetradecylimidazolium decanoate
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-methyl-3-tetradecylimidazolium bis(fluorosulfonyl)imide
CCC[N+]1=C(C)NC=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.0,1-propyl-2-methylpyridinium bis(trifluoromethylsulfonyl)imide
CCC[N+]1=C(C)NC=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,1-propyl-2-methylpyridinium triflate
CCC[N+]1=C(C)NC=C1.[S-]C#N,0.0,1-propyl-2-methylpyridinium thiocyanate
CCC[N+]1=C(C)NC=C1.O=C(C)[O-],0.0,1-propyl-2-methylpyridinium acetate
CCC[N+]1=C(C)NC=C1.[O-]S(=O)(OCC)=O,0.0,1-propyl-2-methylpyridinium ethyl sulfate
CCC[N+]1=C(C)NC=C1.[O-]S(=O)(O)=O,0.0,1-propyl-2-methylpyridinium hydrogensulfate
CCC[N+]1=C(C)NC=C1.[O-]S(=O)(C)=O,0.0,1-propyl-2-methylpyridinium methanesulfonate
CCC[N+]1=C(C)NC=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-propyl-2-methylpyridinium tosylate
CCC[N+]1=C(C)NC=C1.O=C([H])[O-],0.0,1-propyl-2-methylpyridinium formate
CCC[N+]1=C(C)NC=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-propyl-2-methylpyridinium bis(2-ethylhexyl)phosphate
CCC[N+]1=C(C)NC=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-propyl-2-methylpyridinium dibutylphosphate
CCC[N+]1=C(C)NC=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-propyl-2-methylpyridinium bis(pentafluoroethylsulfonyl)imide
CCC[N+]1=C(C)NC=C1.O=C(C(F)(F)F)[O-],0.0,1-propyl-2-methylpyridinium trifluoroacetate
CCC[N+]1=C(C)NC=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-propyl-2-methylpyridinium dodecylbenzenesulfonate
CCC[N+]1=C(C)NC=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-propyl-2-methylpyridinium bis(2,4,4-trimethylpentyl)phosphinate"
CCC[N+]1=C(C)NC=C1.[O-]P(OCC)(OCC)=O,0.0,1-propyl-2-methylpyridinium diethyl phosphate
CCC[N+]1=C(C)NC=C1.[O-]P(OC)(OC)=O,0.0,1-propyl-2-methylpyridinium dimethyl phosphate
CCC[N+]1=C(C)NC=C1.[O-]S(=O)(OC)=O,0.0,1-propyl-2-methylpyridinium methyl sulfate
CCC[N+]1=C(C)NC=C1.N#C[N-]C#N,-0.0,1-propyl-2-methylpyridinium dicyanamide
CCC[N+]1=C(C)NC=C1.[O-][N+]([O-])=O,0.0,1-propyl-2-methylpyridinium nitrate
CCC[N+]1=C(C)NC=C1.N#C[C-](C#N)C#N,-0.0,1-propyl-2-methylpyridinium tricyanomethanide
CCC[N+]1=C(C)NC=C1.O=C(CCCCCCCCC)[O-],0.0,1-propyl-2-methylpyridinium decanoate
CCC[N+]1=C(C)NC=C1.F[B-](F)(F)F,0.0,1-propyl-2-methylpyridinium tetrafluoroborate
CCC[N+]1=C(C)NC=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,1-propyl-2-methylpyridinium bis(fluorosulfonyl)imide
CCC[N+]1=CC=CC=C1.[S-]C#N,0.0,1-propylpyridinium thiocyanate
CCC[N+]1=CC=CC=C1.O=C(C)[O-],0.0,1-propylpyridinium acetate
CCC[N+]1=CC=CC=C1.[O-]S(=O)(OCC)=O,0.0,1-propylpyridinium ethyl sulfate
CCC[N+]1=CC=CC=C1.[O-]S(=O)(O)=O,0.0,1-propylpyridinium hydrogensulfate
CCC[N+]1=CC=CC=C1.[O-]S(=O)(C)=O,0.0,1-propylpyridinium methanesulfonate
CCC[N+]1=CC=CC=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-propylpyridinium tosylate
CCC[N+]1=CC=CC=C1.O=C([H])[O-],0.0,1-propylpyridinium formate
CCC[N+]1=CC=CC=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-propylpyridinium bis(2-ethylhexyl)phosphate
CCC[N+]1=CC=CC=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-propylpyridinium dibutylphosphate
CCC[N+]1=CC=CC=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-propylpyridinium bis(pentafluoroethylsulfonyl)imide
CCC[N+]1=CC=CC=C1.O=C(C(F)(F)F)[O-],0.0,1-propylpyridinium trifluoroacetate
CCC[N+]1=CC=CC=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-propylpyridinium dodecylbenzenesulfonate
CCC[N+]1=CC=CC=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-propylpyridinium bis(2,4,4-trimethylpentyl)phosphinate"
CCC[N+]1=CC=CC=C1.[O-]P(OCC)(OCC)=O,0.0,1-propylpyridinium diethyl phosphate
CCC[N+]1=CC=CC=C1.[O-]P(OC)(OC)=O,0.0,1-propylpyridinium dimethyl phosphate
CCC[N+]1=CC=CC=C1.[O-]S(=O)(OC)=O,0.0,1-propylpyridinium methyl sulfate
CCC[N+]1=CC=CC=C1.N#C[N-]C#N,0.0,1-propylpyridinium dicyanamide
CCC[N+]1=CC=CC=C1.N#C[C-](C#N)C#N,-0.0,1-propylpyridinium tricyanomethanide
CCC[N+]1=CC=CC=C1.O=C(CCCCCCCCC)[O-],0.0,1-propylpyridinium decanoate
CCC[N+]1=CC=CC=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-propylpyridinium bis(fluorosulfonyl)imide
CCCC[N+](CC)(CC)CC.C(F)(F)(F)S(=O)(=O)[O-],0.0,butyltriethylammonium triflate
CCCC[N+](CC)(CC)CC.[S-]C#N,0.0,butyltriethylammonium thiocyanate
CCCC[N+](CC)(CC)CC.O=C(C)[O-],0.0,butyltriethylammonium acetate
CCCC[N+](CC)(CC)CC.[O-]S(=O)(OCC)=O,0.0,butyltriethylammonium ethyl sulfate
CCCC[N+](CC)(CC)CC.[O-]S(=O)(O)=O,0.0,butyltriethylammonium hydrogensulfate
CCCC[N+](CC)(CC)CC.[O-]S(=O)(C)=O,0.0,butyltriethylammonium methanesulfonate
CCCC[N+](CC)(CC)CC.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,butyltriethylammonium tosylate
CCCC[N+](CC)(CC)CC.C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.0,butyltriethylammonium perfluorobutanesulfonate
CCCC[N+](CC)(CC)CC.O=C([H])[O-],0.0,butyltriethylammonium formate
CCCC[N+](CC)(CC)CC.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,butyltriethylammonium bis(2-ethylhexyl)phosphate
CCCC[N+](CC)(CC)CC.[O-]S(=O)(C(F)(F)C(F)F)=O,0.0,"butyltriethylammonium 1,1,2,2-tetrafluoroethanesulfonate"
CCCC[N+](CC)(CC)CC.[O-]P(OCCCC)(OCCCC)=O,0.0,butyltriethylammonium dibutylphosphate
CCCC[N+](CC)(CC)CC.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,butyltriethylammonium bis(pentafluoroethylsulfonyl)imide
CCCC[N+](CC)(CC)CC.[O-]P(O)(O)=O,0.0,butyltriethylammonium dihydrogen phosphate
CCCC[N+](CC)(CC)CC.O=C(C(F)(F)F)[O-],0.0,butyltriethylammonium trifluoroacetate
CCCC[N+](CC)(CC)CC.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,butyltriethylammonium dodecylbenzenesulfonate
